id,car_model,fuel_type,transmission,price,odo,year,khv,vdk,blg
1241,Toyota Passo,бензин,вариатор,555000,132000.0,2010,1,0,0
1242,Toyota Corolla Axio,бензин,вариатор,750000,229000.0,2012,1,0,0
1243,Toyota Camry,бензин,АКПП,870000,220000.0,2006,1,0,0
1244,Toyota C-HR,бензин,вариатор,1800000,89000.0,2017,1,0,0
1245,Toyota Aqua,гибрид,вариатор,685000,166000.0,2014,1,0,0
1246,Toyota Belta,бензин,вариатор,670000,168900.0,2008,1,0,0
1247,Toyota Vitz,бензин,АКПП,365000,180000.0,2003,1,0,0
1248,Toyota Corolla,бензин,АКПП,359000,333100.0,1997,1,0,0
1249,Toyota Hilux Surf,дизель,АКПП,1920000,206713.0,1998,1,0,0
1250,Toyota Corolla,бензин,вариатор,1625000,42000.0,2018,1,0,0
1251,Toyota RAV4,бензин,вариатор,3299000,,2024,1,0,0
1252,Toyota Crown,бензин,АКПП,2040000,215000.0,2011,1,0,0
1253,Toyota Wish,бензин,вариатор,990000,62608.0,2011,1,0,0
1254,Toyota Noah,бензин,вариатор,265000,120000.0,2006,1,0,0
1255,Toyota Raize,бензин,вариатор,1687000,78000.0,2021,1,0,0
1256,Toyota Mark II,бензин,АКПП,350000,260000.0,1994,1,0,0
1257,Toyota RAV4,бензин,вариатор,2150000,189887.0,2013,1,0,0
1258,Toyota Hilux Surf,дизель,АКПП,1200000,173000.0,1996,1,0,0
1259,Toyota Platz,бензин,АКПП,230000,171829.0,2005,1,0,0
1260,Toyota Vitz,бензин,вариатор,829000,129701.0,2019,1,0,0
1261,Toyota Land Cruiser,бензин,АКПП,2100000,285000.0,2003,1,0,0
1262,Toyota Sienta,бензин,вариатор,1250000,100000.0,2017,1,0,0
1263,Toyota Vista,бензин,АКПП,250000,444444.0,1995,1,0,0
1264,Toyota Sienta,бензин,вариатор,1080000,65879.0,2020,1,0,0
1265,Toyota Premio,бензин,вариатор,1100000,135000.0,2009,1,0,0
1266,Toyota Allion,бензин,вариатор,1249000,171319.0,2015,1,0,0
1267,Toyota Passo Sette,бензин,АКПП,699000,218000.0,2010,1,0,0
1268,Toyota Premio,бензин,вариатор,1979000,44749.0,2020,1,0,0
1269,Toyota Wish,бензин,вариатор,1000000,280000.0,2010,1,0,0
1270,Toyota Mark II,бензин,АКПП,600000,460000.0,2002,1,0,0
1271,Toyota Land Cruiser Prado,бензин,АКПП,3225000,68719.0,2010,1,0,0
1272,Toyota Corsa,дизель,АКПП,350000,162605.0,1997,1,0,0
1273,Toyota Vitz,бензин,вариатор,650000,109051.0,2012,1,0,0
1274,Toyota Raize,бензин,вариатор,1695000,13400.0,2021,1,0,0
1275,Toyota Aqua,гибрид,вариатор,710000,157000.0,2014,1,0,0
1276,Toyota Corolla,бензин,механика,150000,240000.0,1998,1,0,0
1277,Toyota Mark II,бензин,АКПП,500000,250000.0,1993,1,0,0
1278,Toyota Camry,бензин,АКПП,2800000,54000.0,2018,1,0,0
1279,Toyota Land Cruiser,дизель,АКПП,3890000,145300.0,2013,1,0,0
1280,Toyota Corolla Axio,бензин,вариатор,1190000,42000.0,2020,1,0,0
1281,Toyota Isis,бензин,вариатор,1190000,120000.0,2011,1,0,0
1282,Toyota Nadia,бензин,автомат,665000,227700.0,2001,1,0,0
1283,Toyota Camry,гибрид,вариатор,2350000,118988.0,2017,1,0,0
1284,Toyota Caldina,бензин,АКПП,300000,250000.0,2000,1,0,0
1285,Toyota Cresta,бензин,АКПП,200000,235827.0,1993,1,0,0
1286,Toyota Platz,бензин,АКПП,380000,250000.0,2002,1,0,0
1287,Toyota Wish,бензин,вариатор,1330000,123000.0,2013,1,0,0
1288,Toyota Prius,гибрид,вариатор,980000,227000.0,2009,1,0,0
1289,Toyota RAV4,бензин,вариатор,2250000,68000.0,2016,1,0,0
1290,Toyota Raize,бензин,вариатор,1285000,49441.0,2022,1,0,0
1291,Toyota Raum,бензин,АКПП,275000,247537.0,1997,1,0,0
1292,Toyota Estima,бензин,АКПП,650000,333333.0,1997,1,0,0
1293,Toyota Aqua,гибрид,вариатор,1350000,97000.0,2019,1,0,0
1294,Toyota C-HR,бензин,вариатор,3000000,22800.0,2021,1,0,0
1295,Toyota Prius PHV,гибрид,вариатор,1210000,217000.0,2013,1,0,0
1296,Toyota Allion,бензин,вариатор,950000,126324.0,2008,1,0,0
1297,Toyota Corolla Axio,бензин,вариатор,609000,132000.0,2009,1,0,0
1298,Toyota Corolla Axio,бензин,вариатор,1500000,73.0,2019,1,0,0
1299,Toyota Vitz,бензин,АКПП,580000,157000.0,2009,1,0,0
1300,Toyota Land Cruiser Prado,бензин,АКПП,2830000,165000.0,2010,1,0,0
1301,Toyota Platz,бензин,АКПП,250000,300000.0,2003,1,0,0
1302,Toyota Premio,бензин,вариатор,890000,230000.0,2007,1,0,0
1303,Toyota Alphard,бензин,вариатор,3099000,159000.0,2017,1,0,0
1304,Toyota Prius Alpha,гибрид,вариатор,1150000,198000.0,2015,1,0,0
1305,Toyota C-HR,бензин,вариатор,2150000,77000.0,2020,1,0,0
1306,Toyota Harrier,бензин,вариатор,2780000,117000.0,2017,1,0,0
1307,Toyota Allion,бензин,вариатор,799000,247000.0,2008,1,0,0
1308,Toyota Prius,гибрид,вариатор,980000,250000.0,2010,1,0,0
1309,Toyota Passo,бензин,АКПП,279999,233000.0,2007,1,0,0
1310,Toyota Wish,бензин,вариатор,1400000,99000.0,2013,1,0,0
1311,Toyota Crown,гибрид,АКПП,265000,170000.0,2001,1,0,0
1312,Toyota Land Cruiser,дизель,автомат,1650000,350618.0,1991,1,0,0
1313,Toyota Prius Alpha,гибрид,вариатор,1510000,133000.0,2016,1,0,0
1314,Toyota Auris,бензин,механика,750000,220000.0,2010,1,0,0
1315,Toyota Corolla Axio,бензин,вариатор,900000,137000.0,2011,1,0,0
1316,Toyota Camry,бензин,АКПП,1000000,330000.0,2006,1,0,0
1317,Toyota Estima,гибрид,вариатор,1500000,241000.0,2010,1,0,0
1318,Toyota Probox,бензин,вариатор,1200000,88000.0,2019,1,0,0
1319,Toyota Rush,бензин,АКПП,1040000,145500.0,2009,1,0,0
1320,Toyota Corolla Axio,бензин,вариатор,710000,165000.0,2009,1,0,0
1321,Toyota Premio,бензин,АКПП,710000,147000.0,2005,1,0,0
1322,Toyota Corolla Spacio,бензин,АКПП,350000,171904.0,1997,1,0,0
1323,Toyota Mark II,бензин,АКПП,400000,180000.0,1990,1,0,0
1324,Toyota Prius Alpha,гибрид,вариатор,1500000,209000.0,2015,1,0,0
1325,Toyota Land Cruiser Prado,дизель,АКПП,1700000,306000.0,1994,1,0,0
1326,Toyota Vitz,бензин,АКПП,340000,170000.0,2000,1,0,0
1327,Toyota Esquire,бензин,вариатор,2650000,76000.0,2018,1,0,0
1328,Toyota Cresta,бензин,автомат,485000,300000.0,1987,1,0,0
1329,Toyota Land Cruiser Prado,дизель,АКПП,4290000,62000.0,2018,1,0,0
1330,Toyota Passo,бензин,вариатор,755000,98700.0,2019,1,0,0
1331,Toyota Prius,гибрид,вариатор,580000,250000.0,2008,1,0,0
1332,Toyota Kluger V,бензин,АКПП,1050000,390000.0,2001,1,0,0
1333,Toyota Camry,гибрид,вариатор,1820000,260000.0,2012,1,0,0
1334,Toyota Corolla Spacio,бензин,АКПП,680000,175500.0,2004,1,0,0
1335,Toyota Harrier,гибрид,вариатор,2850000,128000.0,2014,1,0,0
1336,Toyota C-HR,бензин,вариатор,1850000,75000.0,2017,1,0,0
1337,Toyota Hiace,дизель,механика,300000,600000.0,1988,1,0,0
1338,Toyota Aqua,гибрид,вариатор,900000,230000.0,2015,1,0,0
1339,Toyota Probox,бензин,вариатор,1200000,91000.0,2017,1,0,0
1340,Toyota Nadia,бензин,АКПП,550000,175000.0,2000,1,0,0
1341,Toyota Vitz,гибрид,вариатор,1150000,140000.0,2017,1,0,0
1342,Toyota Auris,бензин,вариатор,700000,210000.0,2010,1,0,0
1343,Toyota Mark X,бензин,АКПП,990000,266000.0,2005,1,0,0
1344,Toyota Corolla,бензин,АКПП,200000,300000.0,1992,1,0,0
1345,Toyota Corolla Fielder,гибрид,вариатор,1200000,207000.0,2013,1,0,0
1346,Toyota Vitz,бензин,вариатор,550000,204000.0,2010,1,0,0
1347,Toyota Probox,бензин,вариатор,880000,245000.0,2016,1,0,0
1348,Toyota Land Cruiser Prado,дизель,АКПП,5200000,97231.0,2020,1,0,0
1349,Toyota Ractis,бензин,вариатор,799000,118355.0,2014,1,0,0
1350,Toyota Estima,гибрид,вариатор,890000,150000.0,2002,1,0,0
1351,Toyota Land Cruiser,бензин,АКПП,2500000,305000.0,1999,1,0,0
1352,Toyota Carina,бензин,АКПП,140000,200000.0,1989,1,0,0
1353,Toyota Corolla II,бензин,АКПП,150000,200000.0,1991,1,0,0
1354,Toyota Crown,гибрид,вариатор,3650000,133000.0,2019,1,0,0
1355,Toyota Passo,бензин,вариатор,590000,114000.0,2012,1,0,0
1356,Toyota C-HR,гибрид,вариатор,2000000,68000.0,2017,1,0,0
1357,Toyota Wish,бензин,АКПП,750000,297000.0,2003,1,0,0
1358,Toyota Prius,гибрид,вариатор,960000,335000.0,2012,1,0,0
1359,Toyota Land Cruiser,дизель,АКПП,1800000,410.0,2001,1,0,0
1360,Toyota Vitz,бензин,вариатор,530000,205000.0,2014,1,0,0
1361,Toyota Highlander,бензин,АКПП,2350000,166000.0,2012,1,0,0
1362,Toyota Premio,бензин,вариатор,1350000,72226.0,2015,1,0,0
1363,Toyota Land Cruiser Prado,бензин,АКПП,4320000,93000.0,2018,1,0,0
1364,Toyota RAV4,бензин,АКПП,2000000,135100.0,2013,1,0,0
1365,Toyota Prius,гибрид,вариатор,765000,258337.0,2010,1,0,0
1366,Toyota Chaser,бензин,АКПП,380000,398000.0,1994,1,0,0
1367,Toyota Prius,гибрид,вариатор,1550000,213000.0,2016,1,0,0
1368,Toyota Carina,бензин,механика,450000,17000.0,1999,1,0,0
1369,Toyota RAV4,бензин,АКПП,880000,150000.0,2006,1,0,0
1370,Toyota Land Cruiser,дизель,АКПП,6800000,91000.0,2016,1,0,0
1371,Toyota Belta,бензин,вариатор,400000,197688.0,2007,1,0,0
1372,Toyota Ipsum,бензин,АКПП,500000,350000.0,1998,1,0,0
1373,Toyota Voxy,гибрид,автомат,1646000,119500.0,2014,1,0,0
1374,Toyota Prius,гибрид,вариатор,1420000,138000.0,2015,1,0,0
1375,Toyota Chaser,бензин,АКПП,900000,427075.0,2001,1,0,0
1376,Toyota Corolla Fielder,бензин,вариатор,1240000,106394.0,2022,1,0,0
1377,Toyota Hiace,дизель,механика,610000,500000.0,2003,1,0,0
1378,Toyota Mark X,бензин,АКПП,2350000,121800.0,2018,1,0,0
1379,Toyota Prius,гибрид,вариатор,650000,257000.0,2010,1,0,0
1380,Toyota Ractis,бензин,вариатор,650000,82240.0,2009,1,0,0
1381,Toyota Aqua,гибрид,вариатор,850000,170000.0,2014,1,0,0
1382,Toyota Vista,бензин,АКПП,450000,200000.0,1998,1,0,0
1383,Toyota Isis,бензин,вариатор,1080000,20000.0,2011,1,0,0
1384,Toyota Corolla,бензин,АКПП,250000,380000.0,1999,1,0,0
1385,Toyota Prius,гибрид,вариатор,1310000,408356.0,2016,1,0,0
1386,Toyota Isis,бензин,вариатор,1220000,199000.0,2012,1,0,0
1387,Toyota Rush,бензин,АКПП,780000,180000.0,2006,1,0,0
1388,Toyota Land Cruiser,бензин,АКПП,3290000,300000.0,2010,1,0,0
1389,Toyota Supra,бензин,АКПП,860000,230000.0,1986,1,0,0
1390,Toyota Vitz,бензин,вариатор,750000,180000.0,2015,1,0,0
1391,Toyota Corolla Axio,бензин,вариатор,710000,270000.0,2010,1,0,0
1392,Toyota Ractis,бензин,вариатор,595000,240000.0,2008,1,0,0
1393,Toyota Land Cruiser Prado,бензин,АКПП,3700000,115000.0,2015,1,0,0
1394,Toyota Corolla Rumion,бензин,вариатор,1050000,136000.0,2013,1,0,0
1395,Toyota Premio,бензин,вариатор,1480000,82000.0,2014,1,0,0
1396,Toyota Sai,гибрид,вариатор,1300000,250000.0,2010,1,0,0
1397,Toyota Vanguard,бензин,вариатор,1235000,203000.0,2008,1,0,0
1398,Toyota C-HR,гибрид,вариатор,2450000,97000.0,2017,1,0,0
1399,Toyota Probox,бензин,вариатор,950000,117340.0,2017,1,0,0
1400,Toyota Wish,бензин,вариатор,1200000,123000.0,2010,1,0,0
1401,Toyota Hilux,дизель,АКПП,3100000,213000.0,2017,1,0,0
1402,Toyota Hilux,дизель,АКПП,2300000,189000.0,2012,1,0,0
1403,Toyota Vitz,бензин,вариатор,700000,161773.0,2011,1,0,0
1404,Toyota Corolla Fielder,гибрид,вариатор,1500000,127000.0,2018,1,0,0
1405,Toyota Corolla Axio,бензин,вариатор,670000,400000.0,2011,1,0,0
1406,Toyota Harrier,бензин,вариатор,2200000,160000.0,2016,1,0,0
1407,Toyota Camry,бензин,АКПП,1790000,71500.0,2016,1,0,0
1408,Toyota bB,бензин,АКПП,430000,255000.0,2001,1,0,0
1409,Toyota Land Cruiser Prado,бензин,АКПП,2790000,129500.0,2011,1,0,0
1410,Toyota Prius Alpha,гибрид,вариатор,1265000,180000.0,2015,1,0,0
1411,Toyota Aqua,гибрид,вариатор,825000,180000.0,2013,1,0,0
1412,Toyota Camry,гибрид,вариатор,1800000,182824.0,2014,1,0,0
1413,Toyota Prius,гибрид,вариатор,700000,201973.0,2009,1,0,0
1414,Toyota Estima,гибрид,вариатор,2250000,170000.0,2015,1,0,0
1415,Toyota Premio,бензин,АКПП,580000,255000.0,2003,1,0,0
1416,Toyota Blade,бензин,вариатор,990000,217.0,2007,1,0,0
1417,Toyota bB,бензин,АКПП,425000,100000.0,2004,1,0,0
1418,Toyota Prius,гибрид,вариатор,1580000,105000.0,2016,1,0,0
1419,Toyota Duet,бензин,АКПП,265000,100000.0,2003,1,0,0
1420,Toyota Gaia,бензин,АКПП,700000,267000.0,1999,1,0,0
1421,Toyota C-HR,бензин,вариатор,1857000,27287.0,2019,1,0,0
1422,Toyota Land Cruiser Prado,бензин,АКПП,4200000,53000.0,2019,1,0,0
1423,Toyota Chaser,бензин,АКПП,2250000,100000.0,2000,1,0,0
1424,Toyota Yaris Cross,бензин,вариатор,1730000,50000.0,2020,1,0,0
1425,Toyota Wish,бензин,вариатор,1520000,135000.0,2013,1,0,0
1426,Toyota ist,бензин,АКПП,410000,265194.0,2002,1,0,0
1427,Toyota Camry,гибрид,вариатор,1355555,273903.0,2012,1,0,0
1428,Toyota Vitz,бензин,вариатор,950000,132000.0,2018,1,0,0
1429,Toyota Camry,бензин,АКПП,1250000,295000.0,2008,1,0,0
1430,Toyota Camry,бензин,АКПП,1080000,249000.0,2007,1,0,0
1431,Toyota Harrier,гибрид,вариатор,3900000,59000.0,2020,1,0,0
1432,Toyota Corolla,бензин,механика,110000,440000.0,1989,1,0,0
1433,Toyota Harrier,бензин,вариатор,2515000,91000.0,2017,1,0,0
1434,Toyota Corolla,бензин,АКПП,65000,150000.0,1992,1,0,0
1435,Toyota Kluger V,бензин,АКПП,950000,100000.0,2002,1,0,0
1436,Toyota Vista,бензин,АКПП,400000,250000.0,2000,1,0,0
1437,Toyota Gaia,бензин,АКПП,480000,150000.0,2000,1,0,0
1438,Toyota RAV4,бензин,АКПП,750000,191000.0,2000,1,0,0
1439,Toyota Allion,бензин,вариатор,820000,235000.0,2007,1,0,0
1440,Toyota Land Cruiser Prado,бензин,АКПП,3990000,109000.0,2017,1,0,0
1441,Toyota Harrier,бензин,АКПП,1220000,200000.0,2003,1,0,0
1442,Toyota Land Cruiser Cygnus,бензин,АКПП,1950000,218000.0,2000,1,0,0
1443,Toyota Wish,бензин,вариатор,1100000,109000.0,2009,1,0,0
1444,Toyota RAV4,бензин,вариатор,1400000,270000.0,2011,1,0,0
1445,Toyota Vitz,бензин,АКПП,425000,278000.0,2003,1,0,0
1446,Toyota Hilux Surf,дизель,АКПП,1200000,400000.0,1998,1,0,0
1447,Toyota Corolla Axio,бензин,вариатор,1150000,100230.0,2018,1,0,0
1448,Toyota RAV4,бензин,вариатор,2100000,140000.0,2015,1,0,0
1449,Toyota Prius,гибрид,вариатор,1200000,119870.0,2012,1,0,0
1450,Toyota Land Cruiser,дизель,АКПП,3245000,273154.0,1996,1,0,0
1451,Toyota Camry,бензин,АКПП,1670000,188000.0,2016,1,0,0
1452,Toyota Land Cruiser Prado,бензин,АКПП,1465000,217000.0,1998,1,0,0
1453,Toyota Corolla,бензин,АКПП,225000,289235.0,1999,1,0,0
1454,Toyota Corolla Spacio,бензин,АКПП,480000,299999.0,1997,1,0,0
1455,Toyota Corolla Axio,бензин,вариатор,1100000,142500.0,2015,1,0,0
1456,Toyota Corolla Fielder,бензин,АКПП,600000,267000.0,2003,1,0,0
1457,Toyota Land Cruiser Prado,бензин,АКПП,3600000,275000.0,2014,1,0,0
1458,Toyota Prius,гибрид,вариатор,830000,239000.0,2010,1,0,0
1459,Toyota Harrier,бензин,вариатор,2590000,90000.0,2019,1,0,0
1460,Toyota Camry,бензин,АКПП,780000,303000.0,2006,1,0,0
1461,Toyota C-HR,бензин,вариатор,2000000,103000.0,2017,1,0,0
1462,Toyota Sprinter,бензин,АКПП,175000,112300.0,1991,1,0,0
1463,Toyota Vitz,бензин,автомат,627000,110000.0,2008,1,0,0
1464,Toyota Camry,гибрид,автомат,2700000,120000.0,2019,1,0,0
1465,Toyota Hilux,дизель,механика,2550000,182000.0,2015,1,0,0
1466,Toyota Land Cruiser Prado,дизель,АКПП,1258000,258000.0,1997,1,0,0
1467,Toyota Mark II,бензин,АКПП,625000,397200.0,1999,1,0,0
1468,Toyota Corolla Axio,бензин,вариатор,930000,101000.0,2015,1,0,0
1469,Toyota Harrier,гибрид,вариатор,3999000,25000.0,2021,1,0,0
1470,Toyota Tank,бензин,вариатор,1000000,107000.0,2017,1,0,0
1471,Toyota Probox,бензин,АКПП,395000,235000.0,2002,1,0,0
1472,Toyota Corona,бензин,механика,175000,241700.0,1989,1,0,0
1473,Toyota Sprinter,бензин,механика,180000,200000.0,1991,1,0,0
1474,Toyota Prius,гибрид,вариатор,910000,230000.0,2011,1,0,0
1475,Toyota Corolla Fielder,бензин,вариатор,950000,152000.0,2011,1,0,0
1476,Toyota Corolla Fielder,гибрид,вариатор,1015000,188000.0,2013,1,0,0
1477,Toyota Crown,бензин,АКПП,1400000,150000.0,2002,1,0,0
1478,Toyota Voxy,бензин,вариатор,1530000,196000.0,2010,1,0,0
1479,Toyota Succeed,бензин,вариатор,1069000,119000.0,2018,1,0,0
1480,Toyota C-HR,бензин,механика,1398000,20000.0,2020,1,0,0
1481,Toyota RAV4,бензин,вариатор,1399000,167000.0,2011,1,0,0
1482,Toyota Crown,гибрид,вариатор,3550000,101800.0,2018,1,0,0
1483,Toyota Mark II,бензин,АКПП,570000,200000.0,2001,1,0,0
1484,Toyota Lite Ace,дизель,АКПП,170000,300000.0,1992,1,0,0
1485,Toyota Sienta,бензин,вариатор,1120000,90000.0,2015,1,0,0
1486,Toyota Alphard,бензин,АКПП,1100000,11111.0,2005,1,0,0
1487,Toyota Ractis,бензин,вариатор,750000,118000.0,2012,1,0,0
1488,Toyota Aristo,бензин,АКПП,1350000,315000.0,1994,1,0,0
1489,Toyota Vista Ardeo,бензин,АКПП,470000,220000.0,1998,1,0,0
1490,Toyota Cresta,бензин,АКПП,525000,250000.0,2000,1,0,0
1491,Toyota Corolla Fielder,бензин,вариатор,1300000,136120.0,2018,1,0,0
1492,Toyota Mark II,бензин,АКПП,650000,230000.0,2000,1,0,0
