id,car_model,fuel_type,transmission,price,odo,year,khv,vdk,blg
4821,Toyota ist,бензин,АКПП,450000,199000.0,2005,0,1,0
4822,Toyota ist,бензин,АКПП,450000,199000.0,2005,0,1,0
4823,Toyota Hilux Surf,бензин,АКПП,980000,130000.0,1996,0,1,0
4824,Toyota C-HR,бензин,вариатор,1900000,60500.0,2018,0,1,0
4825,Toyota Ipsum,бензин,АКПП,450000,270000.0,1996,0,1,0
4826,Toyota RAV4,бензин,вариатор,1050000,232692.0,2006,0,1,0
4827,Toyota Wish,бензин,АКПП,720000,192500.0,2003,0,1,0
4828,Toyota Land Cruiser Prado,бензин,АКПП,3450000,145000.0,2011,0,1,0
4829,Toyota Crown,гибрид,вариатор,2500000,195000.0,2017,0,1,0
4830,Toyota Hilux,дизель,механика,2550000,248000.0,2012,0,1,0
4831,Toyota Succeed,бензин,АКПП,610000,178000.0,2008,0,1,0
4832,Toyota Prius,гибрид,вариатор,950000,200000.0,2015,0,1,0
4833,Toyota Prius Alpha,гибрид,вариатор,870000,371000.0,2011,0,1,0
4834,Toyota Succeed,бензин,АКПП,670000,273000.0,2009,0,1,0
4835,Toyota Venza,гибрид,автомат,5990000,38000.0,2022,0,1,0
4836,Toyota Kluger V,бензин,АКПП,1100000,233500.0,2005,0,1,0
4837,Toyota Corsa,бензин,АКПП,250000,267265.0,1998,0,1,0
4838,Toyota Raum,бензин,автомат,320000,300000.0,1984,0,1,0
4839,Toyota Venza,бензин,АКПП,2000000,152000.0,2011,0,1,0
4840,Toyota Corolla Axio,бензин,вариатор,1310000,180000.0,2019,0,1,0
4841,Toyota Land Cruiser Prado,бензин,АКПП,2900000,255000.0,2012,0,1,0
4842,Toyota Vitz,бензин,вариатор,840000,60000.0,2013,0,1,0
4843,Toyota Allion,бензин,вариатор,1640000,128000.0,2016,0,1,0
4844,Toyota Yaris Cross,бензин,вариатор,2150000,25000.0,2020,0,1,0
4845,Toyota Land Cruiser,дизель,автомат,1450000,430000.0,1991,0,1,0
4846,Toyota Mark II,бензин,АКПП,540000,167000.0,1992,0,1,0
4847,Toyota Corolla,бензин,АКПП,220000,120000.0,2000,0,1,0
4848,Toyota Sprinter,бензин,АКПП,280000,150000.0,1994,0,1,0
4849,Toyota Vitz,бензин,вариатор,940000,95000.0,2019,0,1,0
4850,Toyota Voxy,гибрид,автомат,1600000,200000.0,2014,0,1,0
4851,Toyota Town Ace,дизель,автомат,400000,250000.0,2000,0,1,0
4852,Toyota bB,бензин,АКПП,680000,103000.0,2008,0,1,0
4853,Toyota Prius,гибрид,вариатор,900000,412100.0,2015,0,1,0
4854,Toyota Vitz,бензин,АКПП,650000,213000.0,2010,0,1,0
4855,Toyota Porte,бензин,АКПП,600000,155000.0,2010,0,1,0
4856,Toyota Hilux Surf,дизель,автомат,1500000,389242.0,1998,0,1,0
4857,Toyota Allion,бензин,вариатор,960000,153000.0,2011,0,1,0
4858,Toyota Corolla Axio,бензин,вариатор,670000,167952.0,2008,0,1,0
4859,Toyota Corolla Fielder,бензин,вариатор,900000,148000.0,2014,0,1,0
4860,Toyota Land Cruiser Prado,дизель,АКПП,1500000,239000.0,1999,0,1,0
4861,Toyota Yaris Cross,бензин,вариатор,1870000,42000.0,2021,0,1,0
4862,Toyota Yaris Cross,бензин,вариатор,1870000,42000.0,2021,0,1,0
4863,Toyota Crown,гибрид,вариатор,2000000,261200.0,2009,0,1,0
4864,Toyota Premio,бензин,АКПП,580000,180267.0,2002,0,1,0
4865,Toyota RAV4,бензин,вариатор,2100000,198556.0,2015,0,1,0
4866,Toyota Corolla Fielder,бензин,вариатор,1200000,77683.0,2010,0,1,0
4867,Toyota Land Cruiser Prado,бензин,АКПП,2100000,340000.0,2003,0,1,0
4868,Toyota Corolla Fielder,бензин,вариатор,1020000,179000.0,2013,0,1,0
4869,Toyota Caldina,бензин,АКПП,650000,376999.0,2007,0,1,0
4870,Toyota Land Cruiser,дизель,механика,2500000,270000.0,1994,0,1,0
4871,Toyota Corolla Fielder,гибрид,вариатор,1050000,112000.0,2014,0,1,0
4872,Toyota Land Cruiser Prado,бензин,АКПП,2720000,161000.0,2010,0,1,0
4873,Toyota Harrier,бензин,АКПП,820000,296000.0,1999,0,1,0
4874,Toyota Allion,бензин,вариатор,1400000,81600.0,2010,0,1,0
4875,Toyota Vanguard,бензин,вариатор,1550000,154000.0,2011,0,1,0
4876,Toyota Alphard,бензин,вариатор,2200000,170000.0,2013,0,1,0
4877,Toyota Yaris Cross,бензин,вариатор,2650000,90000.0,2020,0,1,0
4878,Toyota RAV4,бензин,вариатор,1990000,154000.0,2015,0,1,0
4879,Toyota Land Cruiser Prado,дизель,АКПП,2550000,333333.0,2010,0,1,0
4880,Toyota Sai,гибрид,вариатор,1300000,200000.0,2014,0,1,0
4881,Toyota Crown,бензин,АКПП,295000,300000.0,1990,0,1,0
4882,Toyota Land Cruiser,дизель,АКПП,7700000,104500.0,2018,0,1,0
4883,Toyota Crown Majesta,бензин,АКПП,2455000,3000.0,1999,0,1,0
4884,Toyota Blade,бензин,вариатор,950000,178000.0,2011,0,1,0
4885,Toyota Spade,бензин,вариатор,830000,92000.0,2015,0,1,0
4886,Toyota RAV4,бензин,АКПП,580000,150000.0,2001,0,1,0
4887,Toyota Corolla Fielder,бензин,вариатор,1045000,69000.0,2012,0,1,0
4888,Toyota Raize,бензин,вариатор,1715000,69000.0,2021,0,1,0
4889,Toyota Camry,бензин,автомат,3100000,140000.0,2020,0,1,0
4890,Toyota Harrier,бензин,вариатор,2350000,140.0,2016,0,1,0
4891,Toyota Succeed,бензин,АКПП,650000,174000.0,2012,0,1,0
4892,Toyota Vitz,бензин,механика,630000,100000.0,2004,0,1,0
4893,Toyota Allion,бензин,вариатор,1495000,34000.0,2013,0,1,0
4894,Toyota Wish,бензин,вариатор,1250000,91244.0,2011,0,1,0
4895,Toyota Prius,гибрид,автомат,1300000,128000.0,2014,0,1,0
4896,Toyota Passo,бензин,АКПП,365000,365000.0,2006,0,1,0
4897,Toyota Prius,гибрид,вариатор,1050000,340000.0,2014,0,1,0
4898,Toyota Roomy,бензин,вариатор,930000,87000.0,2021,0,1,0
4899,Toyota Corolla Axio,бензин,вариатор,590000,200000.0,2010,0,1,0
4900,Toyota Hiace,дизель,автомат,350000,344000.0,1991,0,1,0
4901,Toyota FJ Cruiser,бензин,АКПП,3750000,190857.0,2010,0,1,0
4902,Toyota Mark X,бензин,АКПП,1300000,354000.0,2007,0,1,0
4903,Toyota Wish,бензин,вариатор,1200000,140000.0,2012,0,1,0
4904,Toyota Corolla Fielder,бензин,АКПП,640000,310000.0,2005,0,1,0
4905,Toyota Alphard,гибрид,вариатор,3999000,125000.0,2017,0,1,0
4906,Toyota Wish,бензин,АКПП,850000,181500.0,2007,0,1,0
4907,Toyota Town Ace,бензин,АКПП,410000,200000.0,2001,0,1,0
4908,Toyota Vellfire,бензин,вариатор,800000,147800.0,2008,0,1,0
4909,Toyota Probox,бензин,АКПП,490000,250000.0,2006,0,1,0
4910,Toyota Estima,бензин,вариатор,750000,163200.0,2013,0,1,0
4911,Toyota Land Cruiser,бензин,АКПП,1960000,178000.0,2003,0,1,0
4912,Toyota Alphard,бензин,вариатор,800000,154500.0,2009,0,1,0
4913,Toyota Harrier,бензин,вариатор,2620000,101500.0,2018,0,1,0
4914,Toyota Harrier,бензин,вариатор,2720000,107500.0,2018,0,1,0
4915,Toyota Land Cruiser,дизель,АКПП,2150000,171000.0,1993,0,1,0
4916,Toyota Alphard,бензин,вариатор,800000,151300.0,2008,0,1,0
4917,Toyota Estima,бензин,вариатор,655000,142000.0,2010,0,1,0
4918,Toyota Alphard,бензин,вариатор,975000,143200.0,2008,0,1,0
4919,Toyota Alphard,бензин,вариатор,1700000,150610.0,2016,0,1,0
4920,Toyota Harrier,бензин,АКПП,2850000,127270.0,2018,0,1,0
4921,Toyota Vellfire,бензин,вариатор,825000,181000.0,2012,0,1,0
4922,Toyota Land Cruiser,дизель,АКПП,2150000,249000.0,1996,0,1,0
4923,Toyota Land Cruiser,бензин,АКПП,2325000,101000.0,1995,0,1,0
4924,Toyota Vellfire,бензин,вариатор,1700000,131800.0,2015,0,1,0
4925,Toyota Passo,бензин,вариатор,750000,57950.0,2016,0,1,0
4926,Toyota Isis,бензин,вариатор,1150000,150000.0,2012,0,1,0
4927,Toyota Lite Ace,дизель,механика,330000,210000.0,1995,0,1,0
4928,Toyota Vitz,бензин,вариатор,475000,174100.0,2009,0,1,0
4929,Toyota Hiace Regius,дизель,АКПП,820000,280000.0,1997,0,1,0
4930,Toyota Roomy,бензин,вариатор,675000,77565.0,2019,0,1,0
4931,Toyota Yaris Cross,бензин,вариатор,1590000,70000.0,2021,0,1,0
4932,Toyota Sienta,бензин,вариатор,1450000,72044.0,2019,0,1,0
4933,Toyota Cami,бензин,АКПП,300000,181000.0,2000,0,1,0
4934,Toyota Noah,бензин,вариатор,1550000,190000.0,2011,0,1,0
4935,Toyota Land Cruiser,дизель,АКПП,4200000,225000.0,2014,0,1,0
4936,Toyota Land Cruiser Prado,дизель,АКПП,4040000,120000.0,2018,0,1,0
4937,Toyota Vitz,гибрид,вариатор,720000,160000.0,2017,0,1,0
4938,Toyota Vanguard,бензин,вариатор,1480000,100213.0,2013,0,1,0
4939,Toyota Prius,гибрид,вариатор,1250000,17000.0,2013,0,1,0
4940,Toyota Allion,бензин,вариатор,950000,315.0,2008,0,1,0
4941,Toyota Carina,бензин,АКПП,150000,344766.0,1990,0,1,0
4942,Toyota Prius,гибрид,вариатор,850000,214000.0,2011,0,1,0
4943,Toyota Mark X,бензин,АКПП,830000,215000.0,2005,0,1,0
4944,Toyota Land Cruiser,дизель,АКПП,3350000,300000.0,2010,0,1,0
4945,Toyota Voxy,бензин,вариатор,1150000,263000.0,2007,0,1,0
4946,Toyota Corolla Axio,бензин,вариатор,1350000,74000.0,2021,0,1,0
4947,Toyota Corolla,бензин,механика,145000,200000.0,1994,0,1,0
4948,Toyota Prius,гибрид,вариатор,199999,273497.0,1998,0,1,0
4949,Toyota Ractis,бензин,вариатор,825000,120047.0,2011,0,1,0
4950,Toyota C-HR,бензин,вариатор,1750000,68468.0,2018,0,1,0
4951,Toyota RAV4,бензин,АКПП,800000,80000.0,2002,0,1,0
4952,Toyota Land Cruiser Prado,бензин,АКПП,2900000,63000.0,2012,0,1,0
4953,Toyota Vitz,бензин,вариатор,470000,66000.0,2008,0,1,0
4954,Toyota Sprinter,бензин,АКПП,295000,150000.0,1995,0,1,0
4955,Toyota FJ Cruiser,бензин,механика,3300000,102000.0,2010,0,1,0
4956,Toyota RAV4,бензин,вариатор,995000,146500.0,2008,0,1,0
4957,Toyota Land Cruiser,бензин,АКПП,3800000,289000.0,2007,0,1,0
4958,Toyota Rush,бензин,АКПП,1050000,161000.0,2012,0,1,0
4959,Toyota Voxy,бензин,вариатор,1850000,176000.0,2017,0,1,0
4960,Toyota Noah,гибрид,вариатор,1490000,124000.0,2014,0,1,0
4961,Toyota Vitz,гибрид,вариатор,915000,118623.0,2017,0,1,0
4962,Toyota Mark II,бензин,автомат,780000,317000.0,1997,0,1,0
4963,Toyota Roomy,бензин,вариатор,930000,60330.0,2018,0,1,0
4964,Toyota Passo,бензин,АКПП,360000,195.0,2008,0,1,0
4965,Toyota Premio,бензин,вариатор,850000,151000.0,2007,0,1,0
4966,Toyota Wish,бензин,АКПП,700000,183000.0,2003,0,1,0
4967,Toyota Vitz,бензин,вариатор,525000,193000.0,2009,0,1,0
4968,Toyota Land Cruiser Prado,дизель,АКПП,850000,340421.0,1994,0,1,0
4969,Toyota Alphard,гибрид,вариатор,5200000,77000.0,2022,0,1,0
4970,Toyota Crown,гибрид,вариатор,2300000,161000.0,2016,0,1,0
4971,Toyota Hiace,дизель,автомат,185000,300000.0,1992,0,1,0
4972,Toyota Prius,гибрид,вариатор,1055000,84500.0,2008,0,1,0
4973,Toyota Cami,бензин,АКПП,285000,185000.0,1999,0,1,0
4974,Toyota Hilux,дизель,механика,1470000,232000.0,1994,0,1,0
4975,Toyota Sprinter Carib,бензин,АКПП,125000,200000.0,1986,0,1,0
4976,Toyota Land Cruiser,бензин,АКПП,3250000,195000.0,2008,0,1,0
4977,Toyota Harrier,гибрид,вариатор,4170000,39000.0,2021,0,1,0
4978,Toyota Succeed,бензин,АКПП,220000,230000.0,2003,0,1,0
4979,Toyota Alphard,гибрид,вариатор,5400000,213000.0,2018,0,1,0
4980,Toyota Allion,бензин,вариатор,1800000,93000.0,2017,0,1,0
4981,Toyota Corolla Fielder,бензин,вариатор,520000,208000.0,2008,0,1,0
4982,Toyota Probox,бензин,вариатор,1030000,140000.0,2021,0,1,0
4983,Toyota C-HR,бензин,вариатор,1650000,60000.0,2018,0,1,0
4984,Toyota Land Cruiser Prado,бензин,АКПП,2900000,290000.0,2011,0,1,0
4985,Toyota Land Cruiser,дизель,АКПП,10700000,22000.0,2023,0,1,0
4986,Toyota Ractis,бензин,вариатор,1050000,114000.0,2015,0,1,0
4987,Toyota Vitz,бензин,вариатор,920000,87000.0,2019,0,1,0
4988,Toyota Mark X,бензин,АКПП,1100000,170000.0,2008,0,1,0
4989,Toyota Vitz,бензин,АКПП,630000,170000.0,2010,0,1,0
4990,Toyota Tank,бензин,вариатор,1000000,89000.0,2017,0,1,0
4991,Toyota Caldina,бензин,АКПП,355000,242000.0,1993,0,1,0
4992,Toyota Corolla Axio,бензин,вариатор,800000,290000.0,2013,0,1,0
4993,Toyota Caldina,бензин,АКПП,460000,330000.0,1997,0,1,0
4994,Toyota RAV4,бензин,вариатор,3500000,,2025,0,1,0
4995,Toyota RAV4,бензин,вариатор,2350000,155368.0,2017,0,1,0
4996,Toyota Carina,бензин,АКПП,299999,20000.0,1994,0,1,0
4997,Toyota Harrier,гибрид,вариатор,4390000,36000.0,2020,0,1,0
4998,Toyota Corolla Fielder,гибрид,вариатор,1415000,145677.0,2015,0,1,0
4999,Toyota Corolla Fielder,гибрид,вариатор,1435000,99576.0,2019,0,1,0
5000,Toyota Corolla Fielder,гибрид,вариатор,1420000,99714.0,2019,0,1,0
5001,Toyota Corolla Fielder,гибрид,вариатор,1385000,101342.0,2019,0,1,0
5002,Toyota Corolla Fielder,гибрид,вариатор,1355000,123712.0,2019,0,1,0
5003,Toyota C-HR,бензин,вариатор,1900000,52000.0,2021,0,1,0
5004,Toyota Prius,гибрид,вариатор,780000,109000.0,2011,0,1,0
5005,Toyota C-HR,гибрид,вариатор,2050000,67000.0,2019,0,1,0
5006,Toyota Land Cruiser,дизель,механика,1550000,,1992,0,1,0
5007,Toyota Roomy,бензин,вариатор,678000,90000.0,2022,0,1,0
5008,Toyota Chaser,бензин,механика,600000,326000.0,1996,0,1,0
5009,Toyota Premio,бензин,вариатор,740000,285000.0,2004,0,1,0
5010,Toyota Belta,бензин,АКПП,450000,209415.0,2008,0,1,0
5011,Toyota Rush,бензин,АКПП,1100000,121000.0,2011,0,1,0
5012,Toyota C-HR,бензин,вариатор,1490000,175000.0,2017,0,1,0
5013,Toyota Tercel,дизель,механика,150000,221000.0,1992,0,1,0
5014,Toyota Sienta,гибрид,вариатор,1300000,311737.0,2018,0,1,0
5015,Toyota Raize,бензин,вариатор,1399000,49000.0,2020,0,1,0
5016,Toyota Corolla Fielder,бензин,вариатор,1350000,122000.0,2019,0,1,0
5017,Toyota iQ,бензин,вариатор,660000,75000.0,2009,0,1,0
5018,Toyota Wish,бензин,вариатор,1300000,216258.0,2015,0,1,0
5019,Toyota C-HR,гибрид,вариатор,2240000,90000.0,2021,0,1,0
5020,Toyota Tank,бензин,вариатор,920000,54900.0,2019,0,1,0
5021,Toyota Cresta,бензин,АКПП,605000,200000.0,1990,0,1,0
5022,Toyota Tank,бензин,вариатор,695000,184000.0,2017,0,1,0
5023,Toyota Hilux,дизель,АКПП,6950000,30500.0,2021,0,1,0
5024,Toyota Harrier,бензин,АКПП,1100000,295000.0,2003,0,1,0
5025,Toyota Corolla Fielder,бензин,вариатор,1350000,78000.0,2020,0,1,0
5026,Toyota Noah,гибрид,вариатор,1470000,250.0,2016,0,1,0
5027,Toyota Alphard,бензин,АКПП,1550000,202000.0,2006,0,1,0
5028,Toyota Premio,бензин,вариатор,770000,270000.0,2007,0,1,0
5029,Toyota RAV4,бензин,вариатор,890000,189000.0,2007,0,1,0
5030,Toyota C-HR,бензин,вариатор,1500000,124734.0,2017,0,1,0
5031,Toyota Land Cruiser Prado,бензин,АКПП,4199000,15035.0,2022,0,1,0
5032,Toyota Land Cruiser Prado,бензин,АКПП,4299000,25458.0,2022,0,1,0
5033,Toyota Land Cruiser Prado,бензин,АКПП,3999000,44000.0,2022,0,1,0
5034,Toyota Land Cruiser Prado,бензин,АКПП,4799000,31388.0,2021,0,1,0
5035,Toyota Land Cruiser Prado,бензин,АКПП,4899000,31048.0,2021,0,1,0
5036,Toyota Land Cruiser Prado,бензин,АКПП,4899000,24533.0,2021,0,1,0
5037,Toyota Land Cruiser Prado,бензин,АКПП,7199000,11.0,2024,0,1,0
5038,Toyota Land Cruiser,дизель,АКПП,3600000,100000.0,2008,0,1,0
5039,Toyota C-HR,бензин,вариатор,2050000,46000.0,2017,0,1,0
5040,Toyota Harrier,гибрид,вариатор,1399000,253000.0,2008,0,1,0
5041,Toyota 4Runner,бензин,АКПП,1600000,256860.0,2001,0,1,0
5042,Toyota Yaris,бензин,вариатор,1300000,48000.0,2020,0,1,0
5043,Toyota Voxy,гибрид,вариатор,1485000,150000.0,2014,0,1,0
5044,Toyota Esquire,гибрид,вариатор,1495000,170000.0,2014,0,1,0
5045,Toyota Voxy,гибрид,вариатор,1485000,140000.0,2014,0,1,0
5046,Toyota Voxy,гибрид,вариатор,1495000,140000.0,2014,0,1,0
5047,Toyota Land Cruiser,бензин,АКПП,8649999,48000.0,2019,0,1,0
5048,Toyota C-HR,бензин,вариатор,2349999,21000.0,2021,0,1,0
5049,Toyota Alphard,гибрид,вариатор,4100000,123000.0,2021,0,1,0
5050,Toyota Raize,бензин,вариатор,1370000,113040.0,2020,0,1,0
5051,Toyota Land Cruiser,дизель,АКПП,6500000,150000.0,2017,0,1,0
5052,Toyota Land Cruiser,бензин,АКПП,7500000,126000.0,2019,0,1,0
5053,Toyota Crown,бензин,АКПП,950000,295000.0,1995,0,1,0
5054,Toyota Yaris L,бензин,вариатор,1270000,32000.0,2022,0,1,0
5055,Toyota Frontlander,бензин,вариатор,1900000,40000.0,2022,0,1,0
5056,Toyota Raize,бензин,вариатор,1600000,41000.0,2020,0,1,0
5057,Toyota Land Cruiser,бензин,АКПП,5500000,167000.0,2015,0,1,0
5058,Toyota Vitz,бензин,АКПП,510000,231000.0,2005,0,1,0
5059,Toyota Corolla,бензин,вариатор,1370000,26000.0,2020,0,1,0
5060,Toyota Corolla,бензин,автомат,1370000,23000.0,2021,0,1,0
5061,Toyota Levin,бензин,вариатор,1350000,35000.0,2022,0,1,0
5062,Toyota Allion,бензин,вариатор,1810000,8000.0,2021,0,1,0
5063,Toyota Levin,бензин,вариатор,1350000,31000.0,2021,0,1,0
5064,Toyota Frontlander,бензин,вариатор,2050000,64000.0,2022,0,1,0
5065,Toyota Raize,бензин,вариатор,1330000,55893.0,2021,0,1,0
5066,Toyota Corolla,бензин,автомат,1350000,32000.0,2021,0,1,0
5067,Toyota Yaris L,бензин,вариатор,1250000,43000.0,2021,0,1,0
5068,Toyota Levin,бензин,вариатор,1380000,38000.0,2021,0,1,0
5069,Toyota Corolla,бензин,автомат,1310000,38000.0,2021,0,1,0
5070,Toyota bB,бензин,АКПП,420000,185000.0,2009,0,1,0
5071,Toyota Esquire,гибрид,вариатор,1900000,131190.0,2017,0,1,0
5072,Toyota Frontlander,бензин,вариатор,1880000,31000.0,2022,0,1,0
5073,Toyota Raize,бензин,вариатор,1930000,22000.0,2020,0,1,0
5074,Toyota C-HR,бензин,вариатор,2000000,59700.0,2019,0,1,0
5075,Toyota Land Cruiser,бензин,АКПП,3770000,385800.0,2012,0,1,0
5076,Toyota Mark II,бензин,АКПП,700000,207000.0,2000,0,1,0
5077,Toyota Raize,бензин,вариатор,1750000,42000.0,2020,0,1,0
5078,Toyota Spade,бензин,вариатор,950000,107000.0,2013,0,1,0
5079,Toyota Vitz,бензин,вариатор,760000,56.0,2012,0,1,0
5080,Toyota Roomy,бензин,вариатор,630000,173000.0,2016,0,1,0
5081,Toyota Corolla Axio,бензин,вариатор,901000,260000.0,2015,0,1,0
5082,Toyota Land Cruiser Prado,бензин,АКПП,4800000,26000.0,2022,0,1,0
5083,Toyota Raize,бензин,вариатор,1700000,26055.0,2020,0,1,0
5084,Toyota Alphard,гибрид,вариатор,4150000,86000.0,2018,0,1,0
5085,Toyota Vellfire,бензин,вариатор,2220000,188000.0,2011,0,1,0
5086,Toyota RAV4,гибрид,вариатор,3800000,79000.0,2019,0,1,0
5087,Toyota Land Cruiser Prado,бензин,АКПП,12900000,,2024,0,1,0
5088,Toyota Vellfire,бензин,вариатор,750000,117000.0,2012,0,1,0
5089,Toyota Alphard,бензин,автомат,890000,156000.0,2011,0,1,0
5090,Toyota Vitz,бензин,вариатор,670000,98500.0,2016,0,1,0
5091,Toyota Hilux,дизель,АКПП,5900000,78000.0,2021,0,1,0
5092,Toyota Vitz,бензин,вариатор,670000,98500.0,2016,0,1,0
5093,Toyota Hilux,дизель,АКПП,5900000,78000.0,2021,0,1,0
5094,Toyota Roomy,бензин,вариатор,690000,119000.0,2021,0,1,0
5095,Toyota Land Cruiser Prado,бензин,АКПП,2700000,195000.0,2011,0,1,0
5096,Toyota Land Cruiser Prado,дизель,АКПП,1600000,1000.0,1996,0,1,0
5097,Toyota Harrier,гибрид,вариатор,4400000,53000.0,2021,0,1,0
5098,Toyota Kluger V,бензин,АКПП,780000,442225.0,2001,0,1,0
5099,Toyota Prius,гибрид,вариатор,2500000,48000.0,2021,0,1,0
5100,Toyota Alphard,гибрид,вариатор,4500000,105000.0,2018,0,1,0
5101,Toyota Hiace,дизель,автомат,4350000,118000.0,2019,0,1,0
5102,Toyota Prius Alpha,гибрид,вариатор,1000000,168000.0,2012,0,1,0
5103,Toyota Land Cruiser Prado,бензин,АКПП,2125000,170566.0,2006,0,1,0
5104,Toyota Corolla Axio,бензин,вариатор,830000,127896.0,2014,0,1,0
5105,Toyota Wish,бензин,вариатор,600000,117000.0,2009,0,1,0
5106,Toyota Mark X,бензин,АКПП,1470000,140000.0,2009,0,1,0
5107,Toyota ist,бензин,АКПП,580000,187435.0,2004,0,1,0
5108,Toyota Roomy,бензин,вариатор,937000,70000.0,2020,0,1,0
5109,Toyota Wish,бензин,вариатор,1680000,90000.0,2015,0,1,0
5110,Toyota Passo,бензин,вариатор,750000,50000.0,2020,0,1,0
5111,Toyota Town Ace,дизель,АКПП,110000,253000.0,1993,0,1,0
5112,Toyota Vitz,бензин,вариатор,840000,83000.0,2019,0,1,0
5113,Toyota Raize,бензин,вариатор,1270000,122000.0,2021,0,1,0
5114,Toyota Corolla,бензин,вариатор,1480000,72000.0,2019,0,1,0
5115,Toyota Rush,бензин,АКПП,680000,160230.0,2007,0,1,0
5116,Toyota Prius,гибрид,вариатор,1600000,135000.0,2016,0,1,0
5117,Toyota Esquire,гибрид,вариатор,1750000,175000.0,2017,0,1,0
5118,Toyota Harrier,гибрид,вариатор,2280000,116000.0,2014,0,1,0
5119,Toyota Passo,бензин,вариатор,557000,73000.0,2010,0,1,0
5120,Toyota Land Cruiser,дизель,автомат,1200000,150000.0,1993,0,1,0
5121,Toyota Cresta,бензин,АКПП,400000,300000.0,1993,0,1,0
5122,Toyota Prius,гибрид,вариатор,820000,156814.0,2010,0,1,0
5123,Toyota Aqua,гибрид,вариатор,745000,202000.0,2014,0,1,0
5124,Toyota Land Cruiser Prado,бензин,АКПП,1230000,315000.0,1998,0,1,0
5125,Toyota Passo,бензин,вариатор,717000,85000.0,2018,0,1,0
5126,Toyota Tank,бензин,вариатор,818000,85000.0,2017,0,1,0
5127,Toyota Roomy,бензин,вариатор,838000,120000.0,2019,0,1,0
5128,Toyota Mark II,бензин,АКПП,590000,250000.0,1999,0,1,0
5129,Toyota C-HR,бензин,вариатор,1700000,157000.0,2017,0,1,0
5130,Toyota Roomy,бензин,вариатор,640000,110000.0,2021,0,1,0
5131,Toyota Prius,гибрид,вариатор,1300000,347000.0,2016,0,1,0
5132,Toyota Crown,гибрид,вариатор,5280000,16000.0,2023,0,1,0
5133,Toyota Harrier,бензин,АКПП,1030000,193000.0,2004,0,1,0
5134,Toyota Ractis,бензин,вариатор,815000,138000.0,2015,0,1,0
5135,Toyota Passo,бензин,вариатор,600000,131000.0,2016,0,1,0
5136,Toyota Aqua,гибрид,вариатор,1050000,120000.0,2019,0,1,0
5137,Toyota Yaris,бензин,вариатор,755000,66900.0,2021,0,1,0
5138,Toyota Passo,бензин,вариатор,500000,237000.0,2013,0,1,0
5139,Toyota Caldina,дизель,АКПП,390000,122000.0,1993,0,1,0
5140,Toyota Hiace Regius,дизель,АКПП,1200000,180000.0,1999,0,1,0
5141,Toyota Prius,гибрид,вариатор,770000,380000.0,2006,0,1,0
5142,Toyota Harrier,бензин,вариатор,3810000,14500.0,2022,0,1,0
5143,Toyota Land Cruiser Prado,бензин,АКПП,3000000,226423.0,2011,0,1,0
5144,Toyota Ipsum,бензин,АКПП,820000,294000.0,2002,0,1,0
5145,Toyota Corolla Fielder,бензин,вариатор,940000,120000.0,2013,0,1,0
5146,Toyota RAV4,бензин,вариатор,4500000,,2024,0,1,0
5147,Toyota Wish,бензин,АКПП,750000,330000.0,2003,0,1,0
5148,Toyota Alphard,гибрид,вариатор,3600000,71520.0,2019,0,1,0
5149,Toyota C-HR,бензин,вариатор,2100000,39450.0,2019,0,1,0
5150,Toyota Allion,бензин,вариатор,1480000,51600.0,2014,0,1,0
5151,Toyota Prius,гибрид,вариатор,670000,290000.0,2008,0,1,0
5152,Toyota Probox,бензин,АКПП,560000,153000.0,2012,0,1,0
5153,Toyota Probox,бензин,АКПП,560000,175000.0,2006,0,1,0
5154,Toyota Town Ace,бензин,АКПП,570000,152000.0,2013,0,1,0
5155,Toyota Succeed,бензин,вариатор,590000,139000.0,2015,0,1,0
5156,Toyota Voxy,бензин,вариатор,2450000,165000.0,2017,0,1,0
5157,Toyota Probox,бензин,вариатор,590000,136000.0,2015,0,1,0
5158,Toyota Land Cruiser,бензин,АКПП,10990000,60000.0,2021,0,1,0
5159,Toyota Yaris Cross,бензин,вариатор,1999999,26000.0,2021,0,1,0
5160,Toyota Camry,бензин,АКПП,2170000,131900.0,2020,0,1,0
5161,Toyota bB,бензин,АКПП,850000,70000.0,2013,0,1,0
5162,Toyota Corolla Fielder,бензин,АКПП,520000,248000.0,2005,0,1,0
5163,Toyota ist,бензин,вариатор,850000,116000.0,2012,0,1,0
5164,Toyota Vitz,бензин,АКПП,600000,120000.0,2010,0,1,0
5165,Toyota Corolla,бензин,АКПП,235000,310000.0,1995,0,1,0
5166,Toyota Ipsum,бензин,АКПП,355000,250000.0,1998,0,1,0
5167,Toyota Vellfire,бензин,вариатор,699000,200.0,2011,0,1,0
5168,Toyota Crown,бензин,АКПП,700000,194000.0,2006,0,1,0
5169,Toyota Mark II,бензин,АКПП,695000,237112.0,1997,0,1,0
5170,Toyota Mark II,бензин,АКПП,830000,250000.0,2001,0,1,0
5171,Toyota Land Cruiser Prado,дизель,АКПП,3700000,256130.0,2016,0,1,0
5172,Toyota Land Cruiser,дизель,АКПП,11298000,23500.0,2021,0,1,0
5173,Toyota Sienta,бензин,вариатор,930000,65000.0,2017,0,1,0
5174,Toyota Ipsum,бензин,АКПП,635000,200000.0,2001,0,1,0
5175,Toyota Land Cruiser,дизель,АКПП,5000000,272000.0,2016,0,1,0
